OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Central College school of Management,Pokhara University,"4110646, 4492597",info@centralcollege.edu.np,http://centralcollege.edu.np/,Sinamangal-9       ,Kathmandu,Bagmati,Sinamangal-9  Kathmandu   Bagmati,Bachelor of Business Administration (BBA) ; 48;,http://edusanjal.com/college/central-college-school-of-management,Private,,,,,
Asian College of Higher Studies College of IT and Computer Science,Tribhuvan University,"4437318, 4436383",achs.nepal@gmail.com,,"Dhobidhara, Putalisadak       ",Kathmandu,Bagmati," Asian College of Higher Studies College of IT and Computer Science PO Box: 6721 Dhobidhara, Putalisadak Kathmandu-31, Nepal (Near Kumari QFX Cinema)",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/asian-college-higher-studies-college-it-and-computer-science,Private,,,,,
Hillside College of Engineering,Purbanchal University,977-1-4600992,,http://www.hillside.edu.np/,"Balkumari, Koteshwor       ",Lalitpur,Bagmati,"Balkumari, Koteshwor  Lalitpur   Bagmati","Bachelor of Electrical Engineering ; 48; ; 750000;,Bachelor of Civil Engineering ; 48; ; 750000;",http://edusanjal.com/college/hillside-college-of-engineering,Private,,,,,
Supernova College,Tribhuvan University,,,,"Damak,         ",Jhapa,Mechi,"Damak, Jhapa  Jhapa   Mechi",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/supernova-college,Private,,,,,
Yala Peak College of Business Management,Lincoln University College ,977-1-4112256/4112047,,http://yalapeakcollege.edu.np/,"Gairigaun, Sinamangal       ",Kathmandu,Bagmati,"Gairigaun, Sinamangal  Kathmandu   Bagmati",Master of Business Administration (MBA),http://edusanjal.com/college/yala-peak-college-business-management,Private,,,,,
Apollo International College,Pokhara University,01-4474845,info@apollointcollege.edu.np,http://www.apollointcollege.edu.np/,"Lakhechaur Marg,Baneshwor       ",Kathmandu,Bagmati,"Lakhechaur Marg,Baneshwor  Kathmandu   Bagmati","Bachelor of Business Administration (BBA) ; 96;,Bachelor of Business Administration in Banking and Insurance (BBA-BI) ; 48;",http://edusanjal.com/college/apollo-international-college,Private,,,,,
Bright Vision College (BVC) Biratnagar,Purbanchal University,977-21-521551,info@brightvisioncollege.com.np,http://brightvisioncollege.com.np/,"Biratnagar - 06, Samjhana Chowk       ",Morang,Koshi,"Biratnagar - 06, Samjhana Chowk  Morang   Koshi","Bachelor of Laws (BA LLB),Master of Laws",http://edusanjal.com/college/bright-vision-college-bvc-biratnagar,Private,,,,,
Midwest Academy and Research Institute College of Life Science,Tribhuvan University,"082-522978, 522957",mari.hrdcoordinator@gmail.com,,"Tulsipur, Dang       ",Dang-Deukhuri,Rapti,"Tulsipur, Dang  Dang-Deukhuri   Rapti",Bachelor of Science (B.Sc) in Agriculture,http://edusanjal.com/college/midwest-academy-and-research-institute-college-of-life-science,Private,,,,,
British Model College,Cambridge University,01-5111100,,,"The Trade Tower, Thapathali Road       ",Kathmandu,Bagmati,"The Trade Tower, Thapathali Road  Kathmandu   Bagmati","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/british-model-college,Private,,,,,
"AIMS College, Biratnagar",Tribhuvan University,977-21-537060,aimscollegebrt@gmail.com,,"Bhanu Tole, College Road, Biratnagar-14       ",Morang,Koshi,"Bhanu Tole, College Road, Biratnagar-14  Morang   Koshi","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS),Bachelor of Arts-BA",http://edusanjal.com/college/aims-college-biratnagar,Private,,,,,
Babai Multiple Campus,Tribhuvan University,"084-420129, 421018",bmcbardiya@gmail.com,http://babaicampus.edu.np/,Gulariya       ,Bardiya,Bheri,Gulariya  Bardiya   Bheri,"Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),MA Nepali",http://edusanjal.com/college/babai-multiple-campus,Private,,,,,
Himalayan College of Management,University of Madras,977-1-4422221,info@hcm.edu.np,http://hcm.edu.np/,Kamalpokhari       ,Kathmandu,Bagmati,Kamalpokhari  Kathmandu   Bagmati,"Master of Business Administration (MBA),Bachelor of Business Administration (BBA)",http://edusanjal.com/college/himalayan-college-of-management,Private,,,,,
Herald College,"London School of Marketing an Associate College of Anglia Ruskin University,The Institute of Chartered Accountants of Nepal (ICAN)","4010120, 4010121",heraldcollege1@gmail.com,http://www.heraldcollege.edu.np/,"Bishalnagar, Handigaun       ",Kathmandu,Bagmati,"Bishalnagar, Handigaun  Kathmandu   Bagmati","Bachelor of Business Administration (ABP Level 7 PGD in Business Strategy),Master of Business Administration (MBA),CAP - I",http://edusanjal.com/college/herald-college,Private,,,,,
AIMS College,Tribhuvan University,"071-540350, 438457",,,Butwal-11       ,Rupandehi,Lumbini," AIMS COllege of Management Rajmarg Chauraha, Butwal-11, Rupandehi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/aims-college,Private,,,,,
Kohalpur Model College,Tribhuvan University,081-541601,,,"Kohalpur-3, Ujyalo Bazar       ",Banke,Bheri,"Kohalpur-3, Ujyalo Bazar  Banke   Bheri",Bachelor of Business Studies (BBS),http://edusanjal.com/college/kohalpur-model-college,Private,,,,,
Sushma Godawari College,Tribhuvan University,"977 25 582712, 587410, 581052",godawaricollege@sushmagodawari.edu.np,http://www.sushmagodawari.edu.np/,"Itahari, Sunsari       ",Morang,Koshi,"Itahari, Sunsari  Morang   Koshi","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/sushma-godawari-college,Private,,,,,
Millennium Model College,Tribhuvan University,056-520577,,,"Balmandir Road, Bharatpur-10       ",Chitwan,Narayani,"Balmandir Road, Bharatpur-10  Chitwan   Narayani","Bachelor of Business Studies (BBS),Bachelor of Social Works (BSW)",http://edusanjal.com/college/millennium-model-college,Private,,,,,
Swastik College,Tribhuvan University,016635174,info@swastikcollege.edu.np,http://www.swastikcollege.edu.np/,"Char Dobato, Thimi (Near T.B Hospital)        ",Bhaktapur,Bagmati,"Char Dobato, Thimi (Near T.B Hospital)   Bhaktapur   Bagmati",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/swastik-college,Private,,,,,
Amity College Jhapa,Tribhuvan University,"023-542762, 621257",info@amity.edu.np,http://www.amity.edu.np/,"Anarmani-3, Birtamode        ",Jhapa,Mechi,"Anarmani-3, Birtamode   Jhapa   Mechi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/amity-college-jhapa,Private,,,,,
Birat Kshitiz College,Tribhuvan University,"021-521960, 9852027526",kshitiz.brt@gmail.com,http://kshitiz.edu.np/,"DSP Road, Biratnagar-3       ",Morang,Koshi,"DSP Road, Biratnagar-3  Morang   Koshi",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/birat-kshitiz-college,Private,,,,,
Tinau Technical College,Tribhuvan University,"071-692790, 9857035687, 9857028545",ttc.csit@gmail.com,,"Tilottama-2, Janakinagar       ",Rupandehi,Lumbini,"Tilottama-2, Janakinagar  Rupandehi   Lumbini",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/tinau-technical-college,Private,,,,,
Nihareeka College,Tribhuvan University,021-463963,nihareekacollege@gmail.com,,"Bargachhi, Biratnagar       ",Morang,Koshi,"Bargachhi, Biratnagar  Morang   Koshi","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/nihareeka-college,Private,,,,,
Ambikeshwari College,Tribhuvan University,,,,Ghorahi-11 Dang       ,Dang-Deukhuri,Rapti,Ghorahi-11 Dang  Dang-Deukhuri   Rapti,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/ambikeshwari-college,Private,,,,,
Mount Annapurna Campus,Tribhuvan University,"061-532636, 522650",macpokhara@gmail.com,,"Phoolbari, Pokhara-11       ",Kaski,Gandaki,"Phoolbari, Pokhara-11  Kaski   Gandaki",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/mount-annapurna-campus,Private,,,,,
Himalayan Darshan College,Tribhuvan University,021-472771,,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/himalayan-darshan-college,Private,,,,,
Birat Multiple College,Tribhuvan University,"9842060950, 9852030970, 9852032345",,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,"B.Sc. Computer Science And Information Technology (B.SC. CSIT),B.Tech. Food Technology,Bachelor of Science (B.Sc) in Microbiology",http://edusanjal.com/college/birat-multiple-college,Private,,,,,
Shree Yantra College,Tribhuvan University,977-23-584950,ddamaktech@yahoo.com,http://damaktechnical.com.np/,         ,Jhapa,Mechi,Jhapa   Jhapa   Mechi,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/shree-yantra-college,Private,,,,,
Hetauda City College,Tribhuvan University,057-526660,,,"Kantirajpath-4, Hetauda        ",Makwanpur,Narayani,"Kantirajpath-4, Hetauda   Makwanpur   Narayani",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/hetauda-city-college,Private,,,,,
Arunodaya College,Tribhuvan University,056-620340,,,Gitanagar       ,Chitwan,Narayani,Gitanagar  Chitwan   Narayani,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/arunodaya-college,Private,,,,,
Mission College,Tribhuvan University,977 31 521100,info@missioncollege.edu.np,http://missioncollege.edu.np/,"Rajbiraj,         ",Saptari,Sagarmatha,"Rajbiraj, Saptari  Saptari   Sagarmatha","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Master of Education (M.Ed) General",http://edusanjal.com/college/mission-college,Private,,,,,
Banke Bageshwori College,Tribhuvan University,081-521261,,,Surkhet Road Nepalgunj       ,Banke,Bheri,Surkhet Road Nepalgunj  Banke   Bheri,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/banke-bageshwori-college,Private,,,,,
Shaheed Smarak College,Tribhuvan University,056-591031,,,"Bakhanpur, Sharada Nagar       ",Chitwan,Narayani,"Bakhanpur, Sharada Nagar  Chitwan   Narayani","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/shaheed-smarak-college,Private,,,,,
NIST College Banepa,Tribhuvan University,011-660792,,http://www.banepanist.edu.np/,"Banepa-4, Karunamarg       ",Kavrepalanchok,Bagmati,"Banepa-4, Karunamarg  Kavrepalanchok   Bagmati","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Science (B.Sc) General",http://edusanjal.com/college/nist-college-banepa,Private,,,,,
Birendra Memorial College,Tribhuvan University,"025-527320, 525441",,,"Dharan-4, Bhupi Marga       ",Sunsari,Koshi,"Dharan-4, Bhupi Marga  Sunsari   Koshi","B.Sc. Computer Science And Information Technology (B.SC. CSIT) ; 48; ; 360000;,Bachelor of Science (B.Sc) in Microbiology",http://edusanjal.com/college/birendra-memorial-college,Private,,,,,
Bharabi Science College,Tribhuvan University,977-25-580316,bharabiscience@gmail.com,,Itahari       ,Sunsari,Koshi,Itahari  Sunsari   Koshi,Bachelor of Science (B.Sc) General,http://edusanjal.com/college/bharabi-science-college,Private,,,,,
City college of Management,Tribhuvan University,081523795,info@citycollege.edu.np,http://www.citycollege.edu.np/,Pasang Lhamu Marga Nepalgunj       ,Banke,Bheri,Pasang Lhamu Marga Nepalgunj  Banke   Bheri,"Bachelor of Business Studies (BBS),Master of Business Studies (MBS)",http://edusanjal.com/college/city-college-management,Private,,,,,
Merryland College,Tribhuvan University,"021 535275, 536836",info@merrylandcollege.com.np,http://www.merrylandcollege.com.np/,"Rangeli Road, Biratnagar       ",Morang,Koshi,"Rangeli Road, Biratnagar  Morang   Koshi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/merryland-college,Private,,,,,
Damauli College of Higher Studies,"Purbanchal University,Tribhuvan University","065-560580, 560795",damaulicollege@yahoo.com,,Damauli Bazar       ,Tanahu,Gandaki,Damauli Bazar  Tanahu   Gandaki,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/damauli-college-higher-studies,Private,,,,,
Achievers College,Tribhuvan University,071-437529,,,"Shankarnagar-9, Janakinagar       ",Rupandehi,Lumbini,"Shankarnagar-9, Janakinagar  Rupandehi   Lumbini",Bachelor of Business Studies (BBS),http://edusanjal.com/college/achievers-college,Private,,,,,
Annapurna Model College,Tribhuvan University,"071-540108, 544777",annapurna.college@yahoo.com,,Butwal       ,Rupandehi,Lumbini,Butwal  Rupandehi   Lumbini,"Bachelor of Arts-BA,Bachelor of Education (B.Ed),Master of Arts (MA) in Rural Development",http://edusanjal.com/college/annapurna-model-college,Private,,,,,
Kailpal Academy for Health Science,"CTEVT,Tribhuvan University",977-81-522725,info@kailpal.edu.np,http://kailpal.edu.np/,Surkhet Road Nepalgunj-13       ,Banke,Bheri,Surkhet Road Nepalgunj-13  Banke   Bheri,"Certificate in Diagnostic Radiography ; 30;,Health Assistant (HA) ; 40; ; 346923;,Bachelor of Science (B.Sc) in Microbiology,TSLC in Community Medicine Assistant-CMA ; 40;,TSLC IN Social Mobilization ; 40;,Junior Computer Technician ; 40;",http://edusanjal.com/college/kailpal-academy-health-science,Private,,,,,
Lumbini Vision College,Tribhuvan University,,,,"Butwal-14,         ",Rupandehi,Lumbini,"Butwal-14, Rupandehi  Rupandehi   Lumbini",Bachelor of Business Studies (BBS),http://edusanjal.com/college/lumbini-vision-college,Private,,,,,
Nepal Rastriya COllege,Tribhuvan University,"01-4350469, 4366262",,,"Nepaltar, Manmaiju       ",Kathmandu,Bagmati,"Nepaltar, Manmaiju  Kathmandu   Bagmati","Bachelor of Business Studies (BBS),Bachelor of Arts-BA,Bachelor of Education (B.Ed)",http://edusanjal.com/college/nepal-rastriya-college,Private,,,,,
Jhapa Campus,Tribhuvan University,,,,"Damak,         ",Jhapa,Mechi,"Damak, Jhapa  Jhapa   Mechi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/jhapa-campus,Private,,,,,
Metropolis College,Tribhuvan University,,,,"Tinpaini,Biratnagar       ",Morang,Koshi,"Tinpaini,Biratnagar  Morang   Koshi","Bachelor of Business Studies (BBS),Bachelor of Arts-BA",http://edusanjal.com/college/metropolis-college,Private,,,,,
Banepa Siddhartha College,Tribhuvan University,,,,"Banepa-5,Kavre       ",Kavrepalanchok,Bagmati,"Banepa-5,Kavre  Kavrepalanchok   Bagmati",Bachelor of Business Studies (BBS),http://edusanjal.com/college/banepa-siddhartha-college,Private,,,,,
Model Campus Damak,Tribhuvan University,"023-581655, 580655, 581330",,,"Damak-10, Model Chowk       ",Jhapa,Mechi,"Damak-10, Model Chowk  Jhapa   Mechi","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Bachelor of Arts-BA",http://edusanjal.com/college/model-campus,Private,,,,,
Kankai Aadarsh Campus,Tribhuvan University,"023-540055, 540095",,,"Birtamode-6, Kankai Tole       ",Jhapa,Mechi,"Birtamode-6, Kankai Tole  Jhapa   Mechi","Bachelor of Business Studies (BBS),Bachelor of Arts-BA,Master of Business Studies (MBS)",http://edusanjal.com/college/kankai-aadarsh-campus,Private,,,,,
Manakamana Multiple College,Tribhuvan University,023-541270,info@manakamanacollege.edu.np,http://manakamanacollege.edu.np/,"Birtamode-1, Yatayat Office Road       ",Jhapa,Mechi,"Birtamode-1, Yatayat Office Road  Jhapa   Mechi","Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/manakamana-college,Private,,,,,
College for Higher Education,Tribhuvan University,"023-542824,690075",cohedbirtamode@yahoo.com,http://www.cohed.edu.np/,"Anarmani 3, Birtamode       ",Jhapa,Mechi,"Anarmani 3, Birtamode  Jhapa   Mechi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/college-higher-education,Private,,,,,
Caliber International College,Purbanchal University,,,,Rajbiraj       ,Saptari,Sagarmatha,Rajbiraj  Saptari   Sagarmatha,Bachelor of Business Administration (BBA),http://edusanjal.com/college/caliber-international-college,Private,,,,,
Devaki College of Management and Science,Purbanchal University,,,,Mirchaiya       ,Siraha,Sagarmatha,Mirchaiya  Siraha   Sagarmatha,Bachelor of Business Administration (BBA),http://edusanjal.com/college/devaki-college-management-and-science,Private,,,,,
Edinburgh International College,Purbanchal University,,,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,"Bachelor of Business Administration (BBA),Bachelor of Public Health (BPH) ; 40;",http://edusanjal.com/college/edinburgh-international-college,Private,,,,,
Balmiki Providence Higher Secondary School,Tribhuvan University,"023-540443, 540195",balmiki.edu@gmail.com,http://www.balmiki.edu.np/,"Birtamode-1, Balmiki Gaun       ",Jhapa,Mechi,"Birtamode-1, Balmiki Gaun  Jhapa   Mechi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/balmiki-providence-higher-secondary-school,Private,,,,,
Himalaya Higher Secondary School Jhapa,,580286,,,Damak       ,Jhapa,Mechi,Damak  Jhapa   Mechi,Ten Plus two in Computer Engineering,http://edusanjal.com/college/himalaya-higher-secondary-school-jhapa,Private,,,,,
Enlightened International Academy Private Limited,The Institute of Chartered Accountants of Nepal (ICAN),061-537843,,,"Srijana Chwok, Pokhara       ",Kaski,Gandaki,"Srijana Chwok, Pokhara  Kaski   Gandaki","CAP - I,CAP - II",http://edusanjal.com/college/enlightened-international-academy-private-limited,Private,,,,,
Prism Centre of Learning Pvt. Ltd,The Institute of Chartered Accountants of Nepal (ICAN),061-537649,,,"Pokhara,         ",Kaski,Gandaki,"Pokhara, Kaski  Kaski   Gandaki","CAP - I,CAP - II",http://edusanjal.com/college/prism-centre-learning-pvt-ltd,Private,,,,,
Professor Academy Private Limited,The Institute of Chartered Accountants of Nepal (ICAN),056-692789,,,"Bharatpur,         ",Chitwan,Narayani,"Bharatpur, Chitwan  Chitwan   Narayani","CAP - I,CAP - II",http://edusanjal.com/college/professor-academy-private-limited,Private,,,,,
Tri-Padma Vidyashram Higher Secondary School,CTEVT,01-521457,,,Pulchowk       ,Lalitpur,Bagmati,Pulchowk  Lalitpur   Bagmati,Junior Computer Technician ; 40;,http://edusanjal.com/college/tri-padma-vidyashram-higher-secondary-school,Private,,,,,
CCMA College Private Limited,The Institute of Chartered Accountants of Nepal (ICAN),"4-440708, 4-442044",ccma@ntc.net.np,http://ccma.edu.np/,Putalisadak       ,Kathmandu,Bagmati,Putalisadak  Kathmandu   Bagmati,"CAP - I,CAP - II,CAP - III",http://edusanjal.com/college/ccma-college-private-limited,Private,,,,,
CIMA Academics Pvt. Ltd.,The Institute of Chartered Accountants of Nepal (ICAN),"977-1-4426955, 4436537",cima@wlink.com.np,http://cimaca.edu.np/,Putalisadak       ,Kathmandu,Bagmati,Putalisadak  Kathmandu   Bagmati,"CAP - I,CAP - II,CAP - III",http://edusanjal.com/college/cima-academics-pvt-ltd,Private,,,,,
Chartered Academics International (CAI) Pvt. Ltd,The Institute of Chartered Accountants of Nepal (ICAN),"4168051, 4168312, 4168073",info@cainepal.edu.np,http://cainnepal.edu.np/,Putalisadak       ,Kathmandu,Bagmati,Putalisadak  Kathmandu   Bagmati,"CAP - I,CAP - II,CAP - III",http://edusanjal.com/college/chartered-academics-international-cai-pvt-ltd,Private,,,,,
Elite Institute of Management (EIM),The Institute of Chartered Accountants of Nepal (ICAN),4-442225,,,Putalisadak       ,Kathmandu,Bagmati,Putalisadak  Kathmandu   Bagmati,CAP - I,http://edusanjal.com/college/elite-institute-finance-accountancy-p-ltd,Private,,,,,
Professional Careers & Education Private Limited,The Institute of Chartered Accountants of Nepal (ICAN),021-536101,,,"Biratnagar,         ",Morang,Koshi,"Biratnagar, Morang  Morang   Koshi",CAP - I,http://edusanjal.com/college/professional-careers-education-private-limited,Private,,,,,
Microbit International College,Cambridge University,,,,"Srijana Chowk, Pokhara       ",Kaski,Gandaki,"Srijana Chowk, Pokhara  Kaski   Gandaki","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/microbit-international-college,Private,,,,,
Nagarjuna College of Information Technology,Tribhuvan University,977 1 5010670; 5010559,info@nagarjuna.edu.np,http://college.nagarjuna.edu.np/,"Pulchowk-3, Hariharbhawan       ",Lalitpur,Bagmati,"Pulchowk-3, Hariharbhawan  Lalitpur   Bagmati","Bachelor of Information Management (BIM) ; 64;,B.Sc. Computer Science And Information Technology (B.SC. CSIT)",http://edusanjal.com/college/nagarjuna-college-information-technology,Private,,,,,
Niva Management and IT college,Sikkim Manipal University,023-544303,,http://www.niva.edu.np/,"Anarmani‐4, Birtamode       ",Jhapa,Mechi,"Anarmani‐4, Birtamode  Jhapa   Mechi","Bachelor of Business Administration (BBA),Bachelor of Science in Information Technology (B.Sc.IT)",http://edusanjal.com/college/niva-management-and-it-college,Private,,,,,
Nona Koirala Media College,Purbanchal University,,,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,Bachelor in Mass Communication and Journalism,http://edusanjal.com/college/nona-koirala-media-college,Private,,,,,
Pokhara Lincoln International College,Lincoln University College ,977 61-531964,,http://www.plic.edu.np/,"simalchaur-8,pokhara       ",Kaski,Gandaki,"simalchaur-8,pokhara  Kaski   Gandaki","Bachelor of Business Administration (BBA),Bachelor of Science (Hons.) in Hospitality Management",http://edusanjal.com/college/pokhara-lincoln-international-college,Private,,,,,
Prithu Technical College,Tribhuvan University,,,,"Bangaun, Dekhuri       ",Dang-Deukhuri,Rapti,"Bangaun, Dekhuri  Dang-Deukhuri   Rapti",Bachelor of Science (B.Sc) in Agriculture,http://edusanjal.com/college/prithu-technical-college,Private,,,,,
Baijnath Engineering College,CTEVT,977-099-522526/520226,becmnr@gmail.com,,Bhimdatta – 4       ,Kanchanpur,Mahakali,Bhimdatta – 4  Kanchanpur   Mahakali,Diploma in Civil Engineering ; 48;,http://edusanjal.com/college/baijnath-engineering-college,Private,,,,,
Merryland College Biratnagar,University of Wolverhampton,021-525770,info@merrylandbrt.edu.np,http://merrylandbrt.edu.np/,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,BA (Hons) International Business Management,http://edusanjal.com/college/merryland-college-biratnagar,Private,,,,,
Siddhartha Shiksha Sadan,Cambridge University,"056-520053, 523147, 527872",info@sss.edu.np,http://sss.edu.np/,"Bharatpur-9,         ",Chitwan,Narayani,"Bharatpur-9, Chitwan  Chitwan   Narayani","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/siddhartha-shiksha-sadan,Private,,,,,
Padma Nursing Home School of Nursing,CTEVT,977-061-524293,,,"Jalpa-road -8, Pokhara        ",Kaski,Gandaki,"Jalpa-road -8, Pokhara   Kaski   Gandaki",PCL Nursing ; 40;,http://edusanjal.com/college/padma-nursing-home-school-nursing,Private,,,,,
Kalika Medical and Technical Institute,CTEVT,056-501799,,,Gaindakot -2       ,Nawalparasi,Lumbini,Gaindakot -2  Nawalparasi   Lumbini,"Certificate in Medical Laboratory Technology (CMLT) ; 30;,Health Assistant (HA) ; 40; ; 346923;,PCL Nursing ; 40; ; 396360;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;,TSLC in Community Medicine Assistant-CMA ; 40;",http://edusanjal.com/college/kalika-medical-and-technical-institute,Private,,,,,
Sailaja Acharya Memorial Polytechnic,CTEVT,977-21-692116,info@skpksg.org.np,http://www.skpksg.org.np/,Siswani Jahada -3       ,Morang,Koshi,Siswani Jahada -3  Morang   Koshi,"PCL Nursing ; 40;,Diploma in Agriculture ; 40;,TSLC in Ayurveda (AAHW) ; 40;,Veterinary JTA ; 40;,JTA-Plant Science ; 40;,Auxiliary Nurse Midwife (ANM) ; 40;",http://edusanjal.com/college/sailaja-acharya-memorial-polytechnic,Private,,,,,
Tansen Nursing School,CTEVT,075-520166,tns@info.com.np,http://www.tansenhospital.org.np/tnsmenu.html,"Bhusaldanda 10, Tansen       ",Palpa,Lumbini,"Bhusaldanda 10, Tansen  Palpa   Lumbini",PCL Nursing ; 40;,http://edusanjal.com/college/tansen-nursing-school,Private,,,,,
Shaileshwori Farwest School of Health Science and Technology,CTEVT,091-523062,saileshworifarwest@yahoo.com,,Dhangadhi       ,Kailali,Seti,Dhangadhi  Kailali   Seti,"Certificate in Medical Laboratory Technology (CMLT) ; 30;,Health Assistant (HA) ; 40; ; 346923;,PCL Nursing ; 40; ; 396360;",http://edusanjal.com/college/saileshwori-farwest-school-health-science-and-technology,Private,,,,,
Nepalgunj College,Tribhuvan University,081-522883/9858025883,info@nepalgunjcollege.edu.np,http://nepalgunjcollege.edu.np/,"Korenpur, Kasturi Marg,Nepalgunj       ",Banke,Bheri,"Korenpur, Kasturi Marg,Nepalgunj  Banke   Bheri",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/nepalgunj-college,Private,,,,,
Farwest Technical College,CTEVT,091-525204,ftc2067@gmail.com,,"Nainadevi Road, Dhangadi       ",Kailali,Seti,"Nainadevi Road, Dhangadi  Kailali   Seti",PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/farwest-technical-college,Private,,,,,
Surkhet Educational Development Academy,CTEVT,083-520103,,,Jarbuta       ,Surkhet,Bheri,Jarbuta  Surkhet   Bheri,"PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/surkhet-educational-development-academy,Private,,,,,
Star Academy Lalitpur (Nursing Campus),CTEVT,"01-5529772, 01-5534509",info@staracademy.edu.np,http://www.staracademy.edu.np/,Sanepa-Ringroad       ,Lalitpur,Bagmati,Sanepa-Ringroad  Lalitpur   Bagmati,PCL Nursing ; 40;,http://edusanjal.com/college/star-academy-lalitpur-nursing-campus,Private,,,,,
Rapti Life Care Hospital and Nursing College,CTEVT,"082-522686, 523063",,,Tulsipur       ,Dang-Deukhuri,Rapti,Tulsipur  Dang-Deukhuri   Rapti,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/rapti-life-care-hospital-and-nursing-college,Private,,,,,
College of Allied Technical Science,CTEVT,"081-527546, 081-528260",collegeofallied@hotmail.com,http://collegeofallied.com/,"Nepalgunj-17, Bagiya       ",Banke,Bheri,"Nepalgunj-17, Bagiya  Banke   Bheri","Diploma in Civil Engineering ; 48;,TSLC in Medical Lab Technology (Lab Assistant) ; 40;,TSLC in Survey Engineering (AMIN) ; 40;",http://edusanjal.com/college/college-allied-technical-science,Private,,,,,
Neuro Health College,CTEVT,"021-526094, 021-693299",neurocollege@gmail.com,,"Phadindra Marga, Biratnagar-13       ",Morang,Koshi,"Phadindra Marga, Biratnagar-13  Morang   Koshi","PCL Nursing ; 40;,Health Assistant (HA) ; 40;",http://edusanjal.com/college/neuro-health-college,Private,,,,,
Himalayan Medical Education Society,CTEVT,01-5203551,hncg@wlink.com.np,,Gwarko       ,Lalitpur,Bagmati,Gwarko  Lalitpur   Bagmati,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/himalayan-medical-education-society,Private,,,,,
Western Hospital and Research Center,CTEVT,081-521976,,,Nepalgunj       ,Banke,Bheri,Nepalgunj  Banke   Bheri,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/western-hospital-and-research-center,Private,,,,,
Nepalgunj Technical College,CTEVT,"081-527940, 081-526930",,,"DDC Marga, Nepalgunj-17       ",Banke,Bheri,"DDC Marga, Nepalgunj-17  Banke   Bheri","Diploma in Civil Engineering ; 48;,Diploma in Computer Engineering ; 48;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/nepalgunj-technical-college,Private,,,,,
