OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,CollegeAndUniCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Seti Mahakali nursing campus,CTEVT,977-99-523719,smnursing@hotmail.com,,        ,Kanchanpur,Mahakali,Kanchanpur  Kanchanpur   Mahakali,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/seti-mahakali-nursing-campus,Private,,,,,
Asian School of Management,Tribhuvan University,"977-1-4388647, 4354887",info@asm.edu.np,http://www.asm.edu.np/,Samakhusi Bridge       ,Kathmandu,Bagmati," Asian School of Management Atlantic Education Network Samakhusi Bridge, Kathmandu","Bachelor of Information Management (BIM) ; 64;,B.Sc. Computer Science And Information Technology (B.SC. CSIT)",http://edusanjal.com/college/asian-school-of-management,Private,,,,,
NAIHS College of Medicine,Tribhuvan University,977-1-4881259,com@naihs.edu.np,http://www.naihs.edu.np/,"Bhandarkhal, Sanobharyang       ",Kathmandu,Bagmati,"Bhandarkhal, Sanobharyang  Kathmandu   Bagmati","Bachelor of Medicine, Bachelor of Surgery (MBBS) ; 150; ; 3660250;",http://edusanjal.com/college/naihs-college-medicine,Private,,,,,
Ace International Business School,Queen Margaret University (UK),"977-1-4110697, 4110743",aibs@aibs.edu.np,http://www.aibs.ace.edu.np/,"Airport Om Nagar, Sinamangal       ",Kathmandu,Bagmati,"Airport Om Nagar, Sinamangal  Kathmandu   Bagmati","Bachelor of Business Administration-BBA,Master of Business Administration-MBA",http://edusanjal.com/college/ace-international-business-school,Private,,,,,
Regional College of Science and Technology,"CTEVT,Tribhuvan University",977-61-539184,info@rchst.edu.np,http://rchst.edu.np/,"Nayabazar-9, Pokhara       ",Kaski,Gandaki," Regional College of Science and Technology and Regional college of Health Science and Technology Nayabazar-9, Pokhara","Certificate in Medical Laboratory Technology (CMLT) ; 30;,Certificate in Diagnostic Radiography ; 30;,M.Sc in Microbiology,Bachelor of Science (B.Sc) General,B.Tech. Food Technology",http://edusanjal.com/college/regional-college-science-and-technology,Private,,,,,
Bhageshwor Academy for Health Science,CTEVT,"977-91-522033, 520313",contact@bahs.edu.np,http://bahs.edu.np/,"Santoshi Tole-2, Dhangadhi       ",Kailali,Seti,"Santoshi Tole-2, Dhangadhi  Kailali   Seti","Health Assistant (HA) ; 40;,Diploma in Pharmacy ; 40;",http://edusanjal.com/college/bhageshwor-academy-health-science,Private,,,,,
Little Angels College of Higher Studies (LACHS),Tribhuvan University,"977-1-5250777, 5250222",info@la.edu.np,,Hattiban       ,Lalitpur,Bagmati,Hattiban  Lalitpur   Bagmati,"Bachelor of Pharmacy,Bachelor of Nursing (BN),Bachelor in Medical Laboratory Technology (BMLT),B.Sc Nursing",http://edusanjal.com/college/little-angels-college-higher-studies,Private,,,,,
Siddhartha International College,Tribhuvan University,,,,"Murli Bazar, Birgunj       ",Parsa,Narayani,"Murli Bazar, Birgunj  Parsa   Narayani","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/siddhartha-international-college,Private,,,,,
Institute of International Management Science-IIMS College,Lovely Professional University,"977-1-4436084, 4421410",info@iimsnepal.com,http://iimsnepal.com/,Putalisadak       ,Kathmandu,Bagmati," Institute of International Management Science (IIMS College) New Plaza Marg -60, Putalisadak, Kathmandu-32, Nepal P.O. Box: 6721","Bachelor of Business Administration (BBA),Master of Business Administration-MBA",http://edusanjal.com/college/institute-international-management-science,Private,,,,,
Birat Medical College,Kathmandu University,977 - 21-421063,info@biratmedicalcollege.com,http://biratmedicalcollege.com/,"Tankisinwari, Biratnagar       ",Morang,Koshi,"Tankisinwari, Biratnagar  Morang   Koshi","Bachelor of Medicine, Bachelor of Surgery (MBBS)",http://edusanjal.com/college/birat-medical-college,Private,,,,,
Fishtail Nursing Campus,CTEVT,"061- 5-27553, 5-28999",info@fishtailhospital.com.np,http://fishtailhospital.com.np/,"Dautari Bhawan, Gairapatan,       ",Kaski,Gandaki,"Dautari Bhawan, Gairapatan,  Kaski   Gandaki",PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/fishtail-nursing-campus,Private,,,,,
Butwal Model College,Pokhara University,071-229465,tulsimehar.college@gmail.com,,"Shankharnagar-8, Yogikuti       ",Rupandehi,Lumbini,"Butwal Model College Shankharnagar-8, Yogikuti, Rupandehi","Master of Population, Gender and Development (MPGD),Bachelor of Business Administration (BBA)",http://edusanjal.com/college/butwal-model-college,Private,,,,,
Pokhara Technical Health Multipurpose Institute,CTEVT,"977-061-522207, 524944",,,"Gaudako mukha 13, Pokhara       ",Kaski,Gandaki,"Gaudako mukha 13, Pokhara  Kaski   Gandaki","PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/pokhara-technical-health-multipurpose-institute,Private,,,,,
Fewa City Institute of Medical Science,CTEVT,977-61-525247,,,"Nagdhunga, Pokhara       ",Kaski,Gandaki,"Nagdhunga, Pokhara  Kaski   Gandaki",PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/fewa-city-institute-medical-science,Private,,,,,
New Summit College,Tribhuvan University,"977-1-4495201, 4473919",newsummit@gmail.com,http://www.newsummit.edu.np/,"Old Baneshwor, Peepal Bote       ",Kathmandu,Bagmati,"Old Baneshwor, Peepal Bote  Kathmandu   Bagmati","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/new-summit-college,Private,,,,,
Charak Hospital Nursing College,"CTEVT,Purbanchal University",061-229244,psrijana2002@yahoo.com,,Pokhara       ,Kaski,Gandaki,Pokhara  Kaski   Gandaki,"PCL Nursing ; 40; ; 396360;,Bachelor of Science (B.Sc) in Nursing ; 20;,Post Basic Bachelor in Nursing (PBBN) ; 40;",http://edusanjal.com/college/charak-hospital-nursing-college,Private,,,,,
Evergreen Technical Institute of Health Science,CTEVT,051-523914,eti.brinepal@yahoo.com,,Birjung-19       ,Parsa,Narayani,Birjung-19  Parsa   Narayani,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/evergreen-technical-institute-health-science,Private,,,,,
Boston Academy for Medical Science,CTEVT,"056-521519, 056-532922",,,"Infront of Airport, Bharatpur       ",Chitwan,Narayani,"Infront of Airport, Bharatpur  Chitwan   Narayani",PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/boston-academy-for-medical-science,Private,,,,,
Mithila Technical Academy,CTEVT,,,,        ,Dhanusa,Janakpur, Mithila Technical Academy Janakpur,"PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;",http://edusanjal.com/college/mithila-technical-academy,Private,,,,,
Central Engineering College,"CTEVT,Purbanchal University",041-527336,,http://cecjanakpur.com/,"Ramanand Chowk 8,         ",Dhanusa,Janakpur,Nepal Technical InstituteJanakpur,"Diploma in Civil Engineering ; 48;,Diploma in Electrical Engineering ; 48;,Bachelor of Civil Engineering ; 48;,TSLC in Survey Engineering (AMIN)",http://edusanjal.com/college/central-engineering-college,Private,,,,,
The Himal Institute of Health Science,CTEVT,"051-532047, 620771",theinstituteofhealthscience@yahoo.com,http://thehimalinstitute.com/,Birgunj       ,Parsa,Narayani," The Himal Institute of Health Science Birgunj Sub-metropolitan City, Birgunj, Parsa, Nepal","Certificate in Diagnostic Radiography ; 30;,PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 277020;",http://edusanjal.com/college/the-himal-institute-of-health-science,Private,,,,,
Dhanusha Aspataal Tatha Anusandhan Kendra,CTEVT,,,,        ,Dhanusa,Janakpur,Dhanusha Aspataal Tatha Anusandhan KendraJanakpur,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/dhanusha-aspataal-tatha-anusandhan-kendra,Private,,,,,
Chitwan Health Foundation and Research Center,CTEVT,,,,chitwan       ,Chitwan,Narayani,Chitwan Health Foundation and Research CenterChitwan,PCL Nursing ; 40; ; 396360;,http://edusanjal.com/college/chitwan-health-foundation-and-research-center,Private,,,,,
NPI Narayani Samudayik Nursing College,"CTEVT,Purbanchal University",056-524161/056-533133,npinsgcollege10@yahoo.com,,Bharatpur       ,Chitwan,Narayani,Bharatpur  Chitwan   Narayani,"Certificate in Medical Laboratory Technology (CMLT) ; 30;,PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;,Bachelor of Science (B.Sc) in Nursing ; 20;",http://edusanjal.com/college/npi-narayani-samudayik-hospital-ltd,Private,,,,,
National Law College,Tribhuvan University,16923818,,http://nalc.edu.np/,Pulchowk       ,Lalitpur,Bagmati,Pulchowk  Lalitpur   Bagmati,"Bachelor of Arts Bachelor of Laws (BALLB),Master of Laws ; 50;",http://edusanjal.com/college/national-law-college,Private,,,,,
Trishuli Medical Institute,CTEVT,,,,Bidur       ,Nuwakot,Bagmati,Bidur  Nuwakot   Bagmati,PCL Nursing ; 40;,http://edusanjal.com/college/trishuli-medical-institute,Private,,,,,
Green Tara College of Health Science,CTEVT,"5592644, 6208305",info@greentaracollege.edu.np,http://greentaracollege.edu.np/,Bhaisepati       ,Lalitpur,Bagmati,Bhaisepati  Lalitpur   Bagmati,"PCL Nursing ; 40; ; 396360;,Health Assistant (HA) ; 40; ; 346923;,Certificate in Medical Laboratory Technology (CMLT) ; 30;",http://edusanjal.com/college/green-tara-college-health-science,Private,,,,,
Soch college of IT,Tribhuvan University,977-61-540120,mail@sochcollege.edu.np,http://www.sochcollege.edu.np/,"Ranipauwa -11, Pokhara       ",Kaski,Gandaki," Soch College of IT Ranipauwa -11 , Pokhara, NEPAL (Behind Dur Sanchar Office)",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/soch-college-it,Private,,,,,
Indreni College,Tribhuvan University,"056-525246, 9845023877",info@indrenicollege.edu.np,http://indrenicollege.edu.np/,"Bharatpur-11,         ",Chitwan,Narayani,"Bharatpur-11, Chitwan  Chitwan   Narayani",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/indreni-college,Private,,,,,
Lumbini ICT College,Tribhuvan University,"056-502188 , 9855063130",infolumbinicollege@gmail.com,,"Gaindakot,         ",Nawalparasi,Lumbini,"Gaindakot, Nawalparasi  Nawalparasi   Lumbini",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/lumbini-ict-college,Private,,,,,
Samajik College,Tribhuvan University,"01-6638497, 9849054204",info@samajikcollege.edu.np,,"Lokanthali,         ",Bhaktapur,Bagmati,"Lokanthali, Bhaktapur  Bhaktapur   Bagmati",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/samajik-college,Private,,,,,
Shree Laligurans Rastriya Higher Secondary School/College,Tribhuvan University,"4782414, 4784628",info@laliguranscollege.edu.np,,"New Baneshwor, Shankhamul       ",Kathmandu,Bagmati,"New Baneshwor, Shankhamul  Kathmandu   Bagmati",Bachelor of Business Studies (BBS),http://edusanjal.com/college/shree-laligurans-rastriya-higher-secondary-schoolcollege,Private,,,,,
Kaasthamandap Vidhyalaya,Cambridge University,1-4374430/4374621,infokv@gmail.com,http://kaasthamandap.edu.np/,"Mahankal, Mandikhatar       ",Kathmandu,Bagmati,"Mahankal, Mandikhatar  Kathmandu   Bagmati","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/kaasthamandap-vidhyalaya,Private,,,,,
Gokuleshwor Agriculture and Animal Science College,Tribhuvan University,095690787/9848832539,info@gaasc.edu.np,http://gaasc.edu.np/,         ,Baitadi,Mahakali,Baitadi   Baitadi   Mahakali,Bachelor of Science (B.Sc) in Agriculture,http://edusanjal.com/college/gokuleshwor-agriculture-and-animal-science-college,Private,,,,,
Butwal Public School,Cambridge University,"71-544794, 071-690220",,http://www.bps.edu.np/,Butwal       ,Rupandehi,Lumbini,Butwal  Rupandehi   Lumbini,"GCE A level- Science,GCE A level Non-Science",http://edusanjal.com/college/butwal-public-school,Private,,,,,
Universal Science College,Pokhara University,01-5260419,info@universalsc.edu.np,http://www.universalsc.edu.np/," -22, Chakupat       ",Lalitpur,Bagmati,"Lalitpur-22, Chakupat  Lalitpur   Bagmati","Bachelor of Civil Engineering ; 48;,Bachelor of Science (B.Sc) in Biochemistry ; 48;",http://edusanjal.com/college/universal-science-college,Private,,,,,
Medhavi College,Pokhara University,01-4782634,medcol13@yahoo.com,http://www.medhavicollege.edu.np/,Shankhamul       ,Kathmandu,Bagmati,Shankhamul  Kathmandu   Bagmati,Bachelor of Business Administration (BBA) ; 48;,http://edusanjal.com/college/medhavi-college,Private,,,,,
Asian College of Higher Studies College of IT and Computer Science,Tribhuvan University,"4437318, 4436383",achs.nepal@gmail.com,,"Dhobidhara, Putalisadak       ",Kathmandu,Bagmati," Asian College of Higher Studies College of IT and Computer Science PO Box: 6721 Dhobidhara, Putalisadak Kathmandu-31, Nepal (Near Kumari QFX Cinema)",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/asian-college-higher-studies-college-it-and-computer-science,Private,,,,,
College of Engineering and Management,Pokhara University,081-526086,info@coem.edu.np,http://www.coem.edu.np/,"Khajura Road, Nepalgunj       ",Banke,Bheri,"Khajura Road, Nepalgunj  Banke   Bheri",Bachelor of Civil Engineering ; 48;,http://edusanjal.com/college/college-of-engineering-and-management,Private,,,,,
Rajdhani Model College,Pokhara University,"4471162, 4465705",info@rmccollege.edu.np,http://rmccollege.edu.np/,Old Baneshwor       ,Kathmandu,Bagmati,Old Baneshwor  Kathmandu   Bagmati,Bachelor of Business Administration (BBA) ; 48;,http://edusanjal.com/college/rajdhani-model-college,Private,,,,,
Shubhashree Academic International College,Pokhara University,"01-4479850, 4460397",shubhashree1@yahoo.com,,"Gairigaun, Tinkune       ",Kathmandu,Bagmati,"Gairigaun, Tinkune  Kathmandu   Bagmati",Bachelor of Business Administration (BBA),http://edusanjal.com/college/shubhashree-academic-international-college,Private,,,,,
Naaya Aayam Multi-Disciplinary Institute (NAMI) College,"Cambridge University,University of Northampton (UK)",4917444,info@nami.edu.np,,Jorpati-5        ,Kathmandu,Bagmati,Jorpati-5   Kathmandu   Bagmati,"B.Sc.(Hons) Computing,B.Sc.(Hons) Environmental Science,GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/naaya-aayam-multi-disciplinary-institute-nami-college,Private,,,,,
Apollo International College,Pokhara University,01-4474845,info@apollointcollege.edu.np,http://www.apollointcollege.edu.np/,"Lakhechaur Marg,Baneshwor       ",Kathmandu,Bagmati,"Lakhechaur Marg,Baneshwor  Kathmandu   Bagmati","Bachelor of Business Administration (BBA) ; 96;,Bachelor of Business Administration in Banking and Insurance (BBA-BI) ; 48;",http://edusanjal.com/college/apollo-international-college,Private,,,,,
Yala Peak College of Business Management,Lincoln University College ,977-1-4112256/4112047,,http://yalapeakcollege.edu.np/,"Gairigaun, Sinamangal       ",Kathmandu,Bagmati,"Gairigaun, Sinamangal  Kathmandu   Bagmati",Master of Business Administration (MBA),http://edusanjal.com/college/yala-peak-college-business-management,Private,,,,,
Supernova College,Tribhuvan University,,,,"Damak,         ",Jhapa,Mechi,"Damak, Jhapa  Jhapa   Mechi",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/supernova-college,Private,,,,,
Central College school of Management,Pokhara University,"4110646, 4492597",info@centralcollege.edu.np,http://centralcollege.edu.np/,Sinamangal-9       ,Kathmandu,Bagmati,Sinamangal-9  Kathmandu   Bagmati,Bachelor of Business Administration (BBA) ; 48;,http://edusanjal.com/college/central-college-school-of-management,Private,,,,,
Hillside College of Engineering,Purbanchal University,977-1-4600992,,http://www.hillside.edu.np/,"Balkumari, Koteshwor       ",Lalitpur,Bagmati,"Balkumari, Koteshwor  Lalitpur   Bagmati","Bachelor of Electrical Engineering ; 48; ; 750000;,Bachelor of Civil Engineering ; 48; ; 750000;",http://edusanjal.com/college/hillside-college-of-engineering,Private,,,,,
Bright Vision College (BVC) Biratnagar,Purbanchal University,977-21-521551,info@brightvisioncollege.com.np,http://brightvisioncollege.com.np/,"Biratnagar - 06, Samjhana Chowk       ",Morang,Koshi,"Biratnagar - 06, Samjhana Chowk  Morang   Koshi","Bachelor of Laws (BA LLB),Master of Laws",http://edusanjal.com/college/bright-vision-college-bvc-biratnagar,Private,,,,,
Himalayan College of Management,University of Madras,977-1-4422221,info@hcm.edu.np,http://hcm.edu.np/,Kamalpokhari       ,Kathmandu,Bagmati,Kamalpokhari  Kathmandu   Bagmati,"Master of Business Administration (MBA),Bachelor of Business Administration (BBA)",http://edusanjal.com/college/himalayan-college-of-management,Private,,,,,
Babai Multiple Campus,Tribhuvan University,"084-420129, 421018",bmcbardiya@gmail.com,http://babaicampus.edu.np/,Gulariya       ,Bardiya,Bheri,Gulariya  Bardiya   Bheri,"Bachelor of Arts-BA,Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),MA Nepali",http://edusanjal.com/college/babai-multiple-campus,Private,,,,,
Herald College,"London School of Marketing an Associate College of Anglia Ruskin University,The Institute of Chartered Accountants of Nepal (ICAN)","4010120, 4010121",heraldcollege1@gmail.com,http://www.heraldcollege.edu.np/,"Bishalnagar, Handigaun       ",Kathmandu,Bagmati,"Bishalnagar, Handigaun  Kathmandu   Bagmati","Bachelor of Business Administration (ABP Level 7 PGD in Business Strategy),Master of Business Administration (MBA),CAP - I",http://edusanjal.com/college/herald-college,Private,,,,,
Midwest Academy and Research Institute College of Life Science,Tribhuvan University,"082-522978, 522957",mari.hrdcoordinator@gmail.com,,"Tulsipur, Dang       ",Dang-Deukhuri,Rapti,"Tulsipur, Dang  Dang-Deukhuri   Rapti",Bachelor of Science (B.Sc) in Agriculture,http://edusanjal.com/college/midwest-academy-and-research-institute-college-of-life-science,Private,,,,,
AIMS College,Tribhuvan University,"071-540350, 438457",,,Butwal-11       ,Rupandehi,Lumbini," AIMS COllege of Management Rajmarg Chauraha, Butwal-11, Rupandehi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/aims-college,Private,,,,,
British Model College,Cambridge University,01-5111100,,,"The Trade Tower, Thapathali Road       ",Kathmandu,Bagmati,"The Trade Tower, Thapathali Road  Kathmandu   Bagmati","GCE A level Non-Science,GCE A level- Science",http://edusanjal.com/college/british-model-college,Private,,,,,
"AIMS College, Biratnagar",Tribhuvan University,977-21-537060,aimscollegebrt@gmail.com,,"Bhanu Tole, College Road, Biratnagar-14       ",Morang,Koshi,"Bhanu Tole, College Road, Biratnagar-14  Morang   Koshi","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS),Bachelor of Arts-BA",http://edusanjal.com/college/aims-college-biratnagar,Private,,,,,
Tinau Technical College,Tribhuvan University,"071-692790, 9857035687, 9857028545",ttc.csit@gmail.com,,"Tilottama-2, Janakinagar       ",Rupandehi,Lumbini,"Tilottama-2, Janakinagar  Rupandehi   Lumbini",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/tinau-technical-college,Private,,,,,
Swastik College,Tribhuvan University,016635174,info@swastikcollege.edu.np,http://www.swastikcollege.edu.np/,"Char Dobato, Thimi (Near T.B Hospital)        ",Bhaktapur,Bagmati,"Char Dobato, Thimi (Near T.B Hospital)   Bhaktapur   Bagmati",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/swastik-college,Private,,,,,
Sushma Godawari College,Tribhuvan University,"977 25 582712, 587410, 581052",godawaricollege@sushmagodawari.edu.np,http://www.sushmagodawari.edu.np/,"Itahari, Sunsari       ",Morang,Koshi,"Itahari, Sunsari  Morang   Koshi","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/sushma-godawari-college,Private,,,,,
Ambikeshwari College,Tribhuvan University,,,,Ghorahi-11 Dang       ,Dang-Deukhuri,Rapti,Ghorahi-11 Dang  Dang-Deukhuri   Rapti,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/ambikeshwari-college,Private,,,,,
Mount Annapurna Campus,Tribhuvan University,"061-532636, 522650",macpokhara@gmail.com,,"Phoolbari, Pokhara-11       ",Kaski,Gandaki,"Phoolbari, Pokhara-11  Kaski   Gandaki",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/mount-annapurna-campus,Private,,,,,
Millennium Model College,Tribhuvan University,056-520577,,,"Balmandir Road, Bharatpur-10       ",Chitwan,Narayani,"Balmandir Road, Bharatpur-10  Chitwan   Narayani","Bachelor of Business Studies (BBS),Bachelor of Social Works (BSW)",http://edusanjal.com/college/millennium-model-college,Private,,,,,
Amity College Jhapa,Tribhuvan University,"023-542762, 621257",info@amity.edu.np,http://www.amity.edu.np/,"Anarmani-3, Birtamode        ",Jhapa,Mechi,"Anarmani-3, Birtamode   Jhapa   Mechi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/amity-college-jhapa,Private,,,,,
Kohalpur Model College,Tribhuvan University,081-541601,,,"Kohalpur-3, Ujyalo Bazar       ",Banke,Bheri,"Kohalpur-3, Ujyalo Bazar  Banke   Bheri",Bachelor of Business Studies (BBS),http://edusanjal.com/college/kohalpur-model-college,Private,,,,,
Nihareeka College,Tribhuvan University,021-463963,nihareekacollege@gmail.com,,"Bargachhi, Biratnagar       ",Morang,Koshi,"Bargachhi, Biratnagar  Morang   Koshi","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS)",http://edusanjal.com/college/nihareeka-college,Private,,,,,
Birat Kshitiz College,Tribhuvan University,"021-521960, 9852027526",kshitiz.brt@gmail.com,http://kshitiz.edu.np/,"DSP Road, Biratnagar-3       ",Morang,Koshi,"DSP Road, Biratnagar-3  Morang   Koshi",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/birat-kshitiz-college,Private,,,,,
Shree Yantra College,Tribhuvan University,977-23-584950,ddamaktech@yahoo.com,http://damaktechnical.com.np/,         ,Jhapa,Mechi,Jhapa   Jhapa   Mechi,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/shree-yantra-college,Private,,,,,
Mission College,Tribhuvan University,977 31 521100,info@missioncollege.edu.np,http://missioncollege.edu.np/,"Rajbiraj,         ",Saptari,Sagarmatha,"Rajbiraj, Saptari  Saptari   Sagarmatha","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed),Master of Education (M.Ed) General",http://edusanjal.com/college/mission-college,Private,,,,,
NIST College Banepa,Tribhuvan University,011-660792,,http://www.banepanist.edu.np/,"Banepa-4, Karunamarg       ",Kavrepalanchok,Bagmati,"Banepa-4, Karunamarg  Kavrepalanchok   Bagmati","B.Sc. Computer Science And Information Technology (B.SC. CSIT),Bachelor of Science (B.Sc) General",http://edusanjal.com/college/nist-college-banepa,Private,,,,,
Birendra Memorial College,Tribhuvan University,"025-527320, 525441",,,"Dharan-4, Bhupi Marga       ",Sunsari,Koshi,"Dharan-4, Bhupi Marga  Sunsari   Koshi","B.Sc. Computer Science And Information Technology (B.SC. CSIT) ; 48; ; 360000;,Bachelor of Science (B.Sc) in Microbiology",http://edusanjal.com/college/birendra-memorial-college,Private,,,,,
Banke Bageshwori College,Tribhuvan University,081-521261,,,Surkhet Road Nepalgunj       ,Banke,Bheri,Surkhet Road Nepalgunj  Banke   Bheri,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/banke-bageshwori-college,Private,,,,,
Hetauda City College,Tribhuvan University,057-526660,,,"Kantirajpath-4, Hetauda        ",Makwanpur,Narayani,"Kantirajpath-4, Hetauda   Makwanpur   Narayani",B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/hetauda-city-college,Private,,,,,
Birat Multiple College,Tribhuvan University,"9842060950, 9852030970, 9852032345",,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,"B.Sc. Computer Science And Information Technology (B.SC. CSIT),B.Tech. Food Technology,Bachelor of Science (B.Sc) in Microbiology",http://edusanjal.com/college/birat-multiple-college,Private,,,,,
Arunodaya College,Tribhuvan University,056-620340,,,Gitanagar       ,Chitwan,Narayani,Gitanagar  Chitwan   Narayani,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/arunodaya-college,Private,,,,,
Himalayan Darshan College,Tribhuvan University,021-472771,,,Biratnagar       ,Morang,Koshi,Biratnagar  Morang   Koshi,B.Sc. Computer Science And Information Technology (B.SC. CSIT),http://edusanjal.com/college/himalayan-darshan-college,Private,,,,,
Shaheed Smarak College,Tribhuvan University,056-591031,,,"Bakhanpur, Sharada Nagar       ",Chitwan,Narayani,"Bakhanpur, Sharada Nagar  Chitwan   Narayani","Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/shaheed-smarak-college,Private,,,,,
Annapurna Model College,Tribhuvan University,"071-540108, 544777",annapurna.college@yahoo.com,,Butwal       ,Rupandehi,Lumbini,Butwal  Rupandehi   Lumbini,"Bachelor of Arts-BA,Bachelor of Education (B.Ed),Master of Arts (MA) in Rural Development",http://edusanjal.com/college/annapurna-model-college,Private,,,,,
Achievers College,Tribhuvan University,071-437529,,,"Shankarnagar-9, Janakinagar       ",Rupandehi,Lumbini,"Shankarnagar-9, Janakinagar  Rupandehi   Lumbini",Bachelor of Business Studies (BBS),http://edusanjal.com/college/achievers-college,Private,,,,,
Nepal Rastriya COllege,Tribhuvan University,"01-4350469, 4366262",,,"Nepaltar, Manmaiju       ",Kathmandu,Bagmati,"Nepaltar, Manmaiju  Kathmandu   Bagmati","Bachelor of Business Studies (BBS),Bachelor of Arts-BA,Bachelor of Education (B.Ed)",http://edusanjal.com/college/nepal-rastriya-college,Private,,,,,
City college of Management,Tribhuvan University,081523795,info@citycollege.edu.np,http://www.citycollege.edu.np/,Pasang Lhamu Marga Nepalgunj       ,Banke,Bheri,Pasang Lhamu Marga Nepalgunj  Banke   Bheri,"Bachelor of Business Studies (BBS),Master of Business Studies (MBS)",http://edusanjal.com/college/city-college-management,Private,,,,,
Kailpal Academy for Health Science,"CTEVT,Tribhuvan University",977-81-522725,info@kailpal.edu.np,http://kailpal.edu.np/,Surkhet Road Nepalgunj-13       ,Banke,Bheri,Surkhet Road Nepalgunj-13  Banke   Bheri,"Certificate in Diagnostic Radiography ; 30;,Health Assistant (HA) ; 40; ; 346923;,Bachelor of Science (B.Sc) in Microbiology,TSLC in Community Medicine Assistant-CMA ; 40;,TSLC IN Social Mobilization ; 40;,Junior Computer Technician ; 40;",http://edusanjal.com/college/kailpal-academy-health-science,Private,,,,,
Merryland College,Tribhuvan University,"021 535275, 536836",info@merrylandcollege.com.np,http://www.merrylandcollege.com.np/,"Rangeli Road, Biratnagar       ",Morang,Koshi,"Rangeli Road, Biratnagar  Morang   Koshi",Bachelor of Business Studies (BBS),http://edusanjal.com/college/merryland-college,Private,,,,,
Lumbini Vision College,Tribhuvan University,,,,"Butwal-14,         ",Rupandehi,Lumbini,"Butwal-14, Rupandehi  Rupandehi   Lumbini",Bachelor of Business Studies (BBS),http://edusanjal.com/college/lumbini-vision-college,Private,,,,,
Bharabi Science College,Tribhuvan University,977-25-580316,bharabiscience@gmail.com,,Itahari       ,Sunsari,Koshi,Itahari  Sunsari   Koshi,Bachelor of Science (B.Sc) General,http://edusanjal.com/college/bharabi-science-college,Private,,,,,
Damauli College of Higher Studies,"Purbanchal University,Tribhuvan University","065-560580, 560795",damaulicollege@yahoo.com,,Damauli Bazar       ,Tanahu,Gandaki,Damauli Bazar  Tanahu   Gandaki,"Bachelor of Business Studies (BBS),Bachelor of Education (B.Ed)",http://edusanjal.com/college/damauli-college-higher-studies,Private,,,,,
