OrganizationName,EducationBoard,ContactNo,Email,Website,StreetAddress,District,Zone,ContactAddress,HighSchoolCourses,Link,Funding,FacebookLink,GooglePlusLink,TwitterLink,YoutubeLink,OtherLinks
Bishwa Shanti Higher Secondary School,HSEB,29301,,,"Deurali,         ",Kaski,Gandaki,"Deurali, Kaski  Kaski   Gandaki","Ten Plus Two Humanities,Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/bishwa-shanti-higher-secondary-school,Public,,,,,
Bhawani Kalika Higher Secondary School Kaski,HSEB,,,,"Bhawanichowk, Pokhara       ",Kaski,Gandaki,"Bhawanichowk, Pokhara  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/bhawani-kalika-higher-secondary-school-kaski,Public,,,,,
Vindhya Vasini Higher Secondary School,HSEB,61-536603,,,"Pokhara-16, Batulechaur,         ",Kaski,Gandaki,"Pokhara-16, Batulechaur, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/vindhya-vasini-higher-secondary-school,Public,,,,,
Amar Singh Higher Secondary School Kaski,HSEB,20359-24894,,,"Pokhara,         ",Kaski,Gandaki,"Pokhara, Kaski  Kaski   Gandaki","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/amar-singh-higher-secondary-school-kaski,Public,,,,,
Triveny Public Higher Secondary School,HSEB,"061-560497, 560569",trivenypublic@gmail.com,,"Arghau, Lekhnath-2, Pokhara       ",Kaski,Gandaki,"Arghau, Lekhnath-2, Pokhara  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/triveny-public-higher-secondary-school,Public,,,,,
Pokhara Multimodal Higher Secondary School,HSEB,61-531738,,,"Simalchaur,         ",Kaski,Gandaki,"Simalchaur, Kaski  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/pokhara-multimodal-higher-secondary-school,Public,,,,,
Gauri Shankar Higher Secondary School Kaski,HSEB,61-529332-530623,,,"Hemja,         ",Kaski,Gandaki,"Hemja, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/gauri-shankar-higher-secondary-school-kaski,Public,,,,,
Ramkot Higher Secondary School,HSEB,29300,,,"Hanspur,         ",Kaski,Gandaki,"Hanspur, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/ramkot-higher-secondary-school,Public,,,,,
Shiva Shakti Higher Secondary School Kaski,HSEB,22418,,,"Fulbari, Pokhara,         ",Kaski,Gandaki,"Fulbari, Pokhara, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shiva-shakti-higher-secondary-school-kaski,Public,,,,,
New Galaxy English Higher Secondary School,HSEB,61-520210,,,"Pokhara,         ",Kaski,Gandaki,"Pokhara, Kaski  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/new-galaxy-english-higher-secondary-school,Public,,,,,
Laxmi Adarsha Higher Secondary School,HSEB,560019,,,"Sishuwa,         ",Kaski,Gandaki,"Sishuwa, Kaski  Kaski   Gandaki","Ten Plus Two Humanities,Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/laxmi-adarsha-higher-secondary-school,Public,,,,,
Jana Priya Higher Secondary School,HSEB,,,,"Simalchaur Pokhara,         ",Kaski,Gandaki,"Simalchaur Pokhara, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/jana-priya-higher-secondary-school,Public,,,,,
Gyanubaba Boarding Higher Secondary School,HSEB,521497,,,"Miruwa,         ",Kaski,Gandaki,"Miruwa, Kaski  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/gyanubaba-boarding-higher-secondary-school,Public,,,,,
KEF Higher Secondary School,HSEB,"061-523259, 538760, 412268",kefhss@gmail.com,http://www.kef.edu.np/,"Pokhara-1, Simpani       ",Kaski,Gandaki,"Pokhara-1, Simpani  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/karunanidhi-education-foundation-higher-secondary-school,Public,,,,,
Hermann Gmeiner Higher Secondary School,HSEB,523307,,,"Pokhara,         ",Kaski,Gandaki,"Pokhara, Kaski  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/hermann-gmeiner-higher-secondary-school,Public,,,,,
Srijana Higher Secondary School,HSEB,528053,,,"Pokhara 8, Srijana Chowk,         ",Kaski,Gandaki,"Pokhara 8, Srijana Chowk, Kaski  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/srijana-higher-secondary-school,Public,,,,,
Kumudini Homes Higher Secondary School,HSEB,"061-524997,061-525967",kumudinihomespkr@hotmail.com,http://www.kumudinihomes.edu.np/,"Gairapatan, Pokhara- 4       ",Kaski,Gandaki,"Gairapatan, Pokhara- 4  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/kumudini-homes-higher-secondary-school,Public,,,,,
Bhadrakali Higher Secondary School Kaski,HSEB,,,,"Kundahar,         ",Kaski,Gandaki,"Kundahar, Kaski  Kaski   Gandaki","Ten Plus Two Humanities,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bhadrakali-higher-secondary-school-kaski,Public,,,,,
Tops Higher Secondary School-Pokhara,HSEB,"061-528382, 523800, 534741",tops_pkr@wlink.com.np,http://www.tops.edu.np/,"Ramghat, Pokhara-10       ",Kaski,Gandaki,"Ramghat, Pokhara-10  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/tops-boarding-higher-secondary-school,Public,,,,,
Navin Higher Secondary School,HSEB,523108,,,"Gaihrapatan,         ",Kaski,Gandaki,"Gaihrapatan, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/navin-higher-secondary-school,Public,,,,,
Jan Jagriti Higher Secondary School Kaski,HSEB,520565,,,"Sarangkot,         ",Kaski,Gandaki,"Sarangkot, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/jan-jagriti-higher-secondary-school-kaski,Public,,,,,
Tribhuwan Shanti Higher Secondary School,HSEB,61-560336,,,"Lekhnath,         ",Kaski,Gandaki,"Lekhnath, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/tribhuwan-shanti-higher-secondary-school,Public,,,,,
Tal Barahi Higher Secondary School,HSEB,61-50509,,,"Baidam,         ",Kaski,Gandaki,"Baidam, Kaski  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/tal-barahi-higher-secondary-school,Public,,,,,
Shishu Niketan Boarding Higher Secondary School,HSEB,61-538601,,,"Birauta,         ",Kaski,Gandaki,"Birauta, Kaski  Kaski   Gandaki",Ten Plus Two Science,http://edusanjal.com/college/shishu-niketan-boarding-higher-secondary-school,Public,,,,,
Shukra Raj Higher Secondary School,HSEB,,,,Pumdi Bhumdi       ,Kaski,Gandaki,Pumdi Bhumdi  Kaski   Gandaki,"Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/shukra-raj-higher-secondary-school,Public,,,,,
Sirjana Residential Higher Secondary School For The Deaf,HSEB,,,,"Pokhara,         ",Kaski,Gandaki,"Pokhara, Kaski  Kaski   Gandaki",Ten Plus Two Education,http://edusanjal.com/college/sirjana-residential-higher-secondary-school-the-deaf,Public,,,,,
St. Mary'S Higher Secondary School Kaski,HSEB,061-430155,,,"Nayagaun Pokhara,         ",Kaski,Gandaki,"Nayagaun Pokhara, Kaski  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/st-marys-higher-secondary-school-kaski,Public,,,,,
Junior Citizens' Academy Higher Secondary School,HSEB,061-411503,,,"Lekhanath 3,  , Pokhara       ",Kaski,Gandaki,"Lekhanath 3, Kaski, Pokhara  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/junior-citizens-academy-higher-secondary-school,Public,,,,,
Mount Annapurna Higher Secondary School,HSEB,"061-520718, 531176, 522946",mountannapurna@gmail.com,,"V.C. Marga, Nadipur, Pokhara-3       ",Kaski,Gandaki,"V.C. Marga, Nadipur, Pokhara-3  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/mount-annapurna-higher-secondary-school,Public,,,,,
Bharati Bhawan Higher Secondary School,HSEB,061-621556,,,"Puran Chour,         ",Kaski,Gandaki,"Puran Chour, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bharati-bhawan-higher-secondary-school,Public,,,,,
Siddha Higher Secondary School,HSEB,061-430903,,,"Phalepatan,         ",Kaski,Gandaki,"Phalepatan, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/siddha-higher-secondary-school,Public,,,,,
New Model Awasiya Higher Secondary School,HSEB,061-520484,,,"Pokhara 8,         ",Kaski,Gandaki,"Pokhara 8, Kaski  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/new-model-awasiya-higher-secondary,Public,,,,,
Shanti Udaya Higher Secondary School,HSEB,,,,"Bharatpokhari 7 Pokhara,         ",Kaski,Gandaki,"Bharatpokhari 7 Pokhara, Kaski  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/shanti-udaya-higher-secondary-school,Public,,,,,
Shree Bindhyabasini Higher Secondary School,HSEB,061-521528,,,"Barpatan, Pokhara-2,         ",Kaski,Gandaki,"Barpatan, Pokhara-2, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shree-bindhyabasini-higher-secondary-school,Public,,,,,
Janakalyan Higher Secondary School Kaski,HSEB,061-622327,,,"Makaikhola,         ",Kaski,Gandaki,"Makaikhola, Kaski  Kaski   Gandaki",Ten Plus Two Education,http://edusanjal.com/college/janakalyan-higher-secondary-school-kaski,Public,,,,,
Siddha Baraha Higher Secondary School,HSEB,061-622190,,,"Majhthum,         ",Kaski,Gandaki,"Majhthum, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/siddha-baraha-higher-secondary-school,Public,,,,,
Shanti Higher Secondary School Kaski,HSEB,061-622264,,,"Jumleti,         ",Kaski,Gandaki,"Jumleti, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shanti-higher-secondary-school-kaski,Public,,,,,
Siwalaya Higher Secondary School,HSEB,9746027520,,,"Thumki,         ",Kaski,Gandaki,"Thumki, Kaski  Kaski   Gandaki",Ten Plus Two Education,http://edusanjal.com/college/siwalaya-higher-secondary-school,Public,,,,,
Sublime Higher Secondary School,HSEB,"061-464780, 463756",sublime.school@yahoo.com,http://www.sublime.edu.np/,"Pokhara-7, Ratnachowk,         ",Kaski,Gandaki,"Pokhara-7, Ratnachowk, Kaski  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/sublime-higher-secondary-school,Public,,,,,
Ratna Sobha Higher Secondary School,HSEB,061-693838,,,"Majhthana,         ",Kaski,Gandaki,"Majhthana, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/ratna-sobha-higher-secondary-school,Public,,,,,
Saraswati Higher Secondary School-Pokhara,HSEB,"061-526936, 533236",saraswatihsbs17@yahoo.com,,"Shivalaya Marga, Nagdhunga, Pokhara-8       ",Kaski,Gandaki,"Shivalaya Marga, Nagdhunga, Pokhara-8  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/saraswati-boarding-higher-secondary-school,Public,,,,,
Gogan Higher Secondary School,HSEB,061-560645,,,"Lekhanath-13 Gagan Gaunda,         ",Kaski,Gandaki,"Lekhanath-13 Gagan Gaunda, Kaski  Kaski   Gandaki","Ten Plus Two Science,Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/gogan-higher-secondary-school,Public,,,,,
Shanti Nikung Boarding Higher Secondary School,HSEB,061-460468,,,"Pardi Pokhara ,         ",Kaski,Gandaki,"Pardi Pokhara , Kaski  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/shanti-nikung-boarding-higher-secondary-school,Public,,,,,
Shree Laxmi Higher Secondary School,HSEB,061-521730,,,"Arghou,         ",Kaski,Gandaki,"Arghou, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shree-laxmi-higher-secondary-school,Public,,,,,
New Light English Boarding Higher Secondary School,HSEB,,,,"Shishuwa,         ",Kaski,Gandaki,"Shishuwa, Kaski  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/new-light-english-boarding-higher-school,Public,,,,,
Chandra Prabha Higher Secondary School,HSEB,9756000418,,,Bhirchok         ,Kaski,Gandaki,Bhirchok Kaski  Kaski   Gandaki,"Ten Plus Two Humanities,Ten Plus Two Management",http://edusanjal.com/college/chandra-prabha-higher-secondary-school,Public,,,,,
New Era Acadamy Higher Secondary School,HSEB,,,,"Lekhnath,         ",Kaski,Gandaki,"Lekhnath, Kaski  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/new-era-acadamy-higher-secondary,Public,,,,,
Shukla Gandaki Higher Secondary School,HSEB,061-691257,,,"Ghachok,         ",Kaski,Gandaki,"Ghachok, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shukla-gandaki-higher-secondary-school,Public,,,,,
Dhurva Higher Secondary School,HSEB,9846049197,,,"Thumakodanda-8,         ",Kaski,Gandaki,"Thumakodanda-8, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/dhurva-higher-secondary-school,Public,,,,,
Pardi Higher Secondary School,HSEB,061-460017,,,"Mustangchok, Pokhara,         ",Kaski,Gandaki,"Mustangchok, Pokhara, Kaski  Kaski   Gandaki","Ten Plus Two Humanities,Ten Plus Two Management",http://edusanjal.com/college/pardi-higher-secondary-school,Public,,,,,
Gyankunj Boarding Higher Secondary School Kaski,HSEB,,,,"Airpot, Pokhara,         ",Kaski,Gandaki,"Airpot, Pokhara, Kaski  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/gyankunj-boarding-higher-secondary-school-kaski,Public,,,,,
Bethany Boarding Higher Secondary School,HSEB,061-521165,,,"Kundhar,         ",Kaski,Gandaki,"Kundhar, Kaski  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/bethany-boarding-higher-secondary-school,Public,,,,,
Jana Chetan Higher Secondary School,HSEB,9746008018,,,"Nirmal Pokhari,         ",Kaski,Gandaki,"Nirmal Pokhari, Kaski  Kaski   Gandaki",Ten Plus Two Education,http://edusanjal.com/college/jana-chetan-higher-secondary-school,Public,,,,,
Amarsiddha Namuna Higher Secondary School,HSEB,061-622568,,,"Panchabhaiya,         ",Kaski,Gandaki,"Panchabhaiya, Kaski  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/amarsiddha-namuna-higher-secondary-school,Public,,,,,
Fishtail Academy Higher Secondary School,HSEB,061-461116,fistail@wlink.com.np,,"Pokhara-7, Pardi       ",Kaski,Gandaki,"Pokhara-7, Pardi  Kaski   Gandaki",Ten Plus Two Management,http://edusanjal.com/college/fishtail-academy-higher-secondary-school,Public,,,,,
Baraha Higher Secondary School,HSEB,9804167408,,,"Bhedabari, Pokhara       ",Kaski,Gandaki,"Bhedabari, Pokhara  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/baraha-higher-secondary-school,Public,,,,,
Shree Gauri Shankar Manilal Higher Secondary School,HSEB,9846021842,,,"Lwang Ghalel-7,         ",Kaski,Gandaki,"Lwang Ghalel-7, Kaski  Kaski   Gandaki",Ten Plus Two Education,http://edusanjal.com/college/shree-gauri-shankar-manilal-higher-school,Public,,,,,
Jana Jyoti Higher Secondary School Kaski,HSEB,,,,Kalikasthan         ,Kaski,Gandaki,Kalikasthan Kaski  Kaski   Gandaki,"Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/jana-jyoti-higher-secondary-school-kaski,Public,,,,,
Lokpriya Higher Secondary School Manang,HSEB,66-449302,,,"Chame,         ",Manang,Gandaki,"Chame, Manang  Manang   Gandaki",Ten Plus Two Education,http://edusanjal.com/college/lokpriya-higher-secondary-school-manang,Public,,,,,
Himalaya Higher Secondary School Kaski,HSEB,9746004196,,,"Gorje,         ",Kaski,Gandaki,"Gorje, Kaski  Kaski   Gandaki",Ten Plus Two Education,http://edusanjal.com/college/himalaya-higher-secondary-school-kaski,Public,,,,,
Mangala Higher Secondary School,HSEB,29302,,,"Babiyachaur,         ",Myagdi,Dhawalagiri,"Babiyachaur, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/mangala-higher-secondary-school,Public,,,,,
Pragatishil Higher Secondary School Kaski,HSEB,9746007438,,,"Salyan,         ",Kaski,Gandaki,"Salyan, Kaski  Kaski   Gandaki",Ten Plus Two Education,http://edusanjal.com/college/pragatishil-higher-secondary-school-kaski,Public,,,,,
Yogendra Higher Secondary School,HSEB,019-446533,,,"Tukuche 5,         ",Mustang,Dhawalagiri,"Tukuche 5, Mustang  Mustang   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/yogendra-higher-secondary-school,Public,,,,,
Janahit Higher Secondary School Mutang,HSEB,69-440103,,,"Jomsong,         ",Mustang,Dhawalagiri,"Jomsong, Mustang  Mustang   Dhawalagiri","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/janahit-higher-secondary-school,Public,,,,,
Prakash Jyoti Higher Secondary School,HSEB,66-449320,,,"Thoche,         ",Manang,Gandaki,"Thoche, Manang  Manang   Gandaki",Ten Plus Two Education,http://edusanjal.com/college/prakash-jyoti-higher-secondary-school,Public,,,,,
Shree Indrarajya Laxmi Higher Secondary School,HSEB,061-440988,,,"Lamachaur,         ",Kaski,Gandaki,"Lamachaur, Kaski  Kaski   Gandaki","Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/shree-indrarajya-laxmi-higher-secondary-school,Public,,,,,
Saraswati Tika Higher Secondary School,HSEB,9846025494,,,"Bharatpokhari-3,         ",Kaski,Gandaki,"Bharatpokhari-3, Kaski  Kaski   Gandaki","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/saraswati-tika-higher-secondary-school,Public,,,,,
Muktimarga Higher Secondary School,HSEB,,,,"Shikhaghar,         ",Myagdi,Dhawalagiri,"Shikhaghar, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/muktimarga-higher-secondary-school,Public,,,,,
Muktidham Higher Secondary School,HSEB,069-680314,,,"Rakhu Bhagwati 7,         ",Myagdi,Dhawalagiri,"Rakhu Bhagwati 7, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/muktidham-higher-secondary-school,Public,,,,,
Mahendra Ratna Higher Secondary School Myagdi,HSEB,069-680341,,,"Arbhang Bharangja,         ",Myagdi,Dhawalagiri,"Arbhang Bharangja, Myagdi  Myagdi   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/mahendra-ratna-higher-secondary-school-myagdi,Public,,,,,
Himanchal Higher Secondary School,HSEB,,,,"Ramche,         ",Myagdi,Dhawalagiri,"Ramche, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/himanchal-higher-secondary-school,Public,,,,,
Prakash Higher Secondary School Myagdi,HSEB,069-520129,,,"Beni Arthunge,         ",Myagdi,Dhawalagiri,"Beni Arthunge, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/prakash-higher-secondary-school-myagdi,Public,,,,,
New West Point Boarding Higher Secondary School,HSEB,,,,"Arthung Birauta,         ",Myagdi,Dhawalagiri,"Arthung Birauta, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/new-west-point-boarding-higher-school,Public,,,,,
Jamunakhark Higher Secondary School,HSEB,069-680261,,,"Bhawanipunje,         ",Myagdi,Dhawalagiri,"Bhawanipunje, Myagdi  Myagdi   Dhawalagiri",Ten Plus Two Management,http://edusanjal.com/college/jamunakhark-higher-secondary-school,Public,,,,,
Deep Shikha Higher Secondary School,HSEB,069-680132,,,"Kuhun,         ",Myagdi,Dhawalagiri,"Kuhun, Myagdi  Myagdi   Dhawalagiri",Ten Plus Two Education,http://edusanjal.com/college/deep-shikha-higher-secondary-school,Public,,,,,
Kisani Higher Secondary School,HSEB,069-5541386,,,Bima 1 Chautaribot       ,Myagdi,Dhawalagiri,Bima 1 Chautaribot  Myagdi   Dhawalagiri,Ten Plus Two Education,http://edusanjal.com/college/kisani-higher-secondary-school,Public,,,,,
Arjun Higher Secondary School Myagdi,HSEB,069-680184,,,"Jyamrukot Bhakunde,         ",Myagdi,Dhawalagiri,"Jyamrukot Bhakunde, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Management,Ten Plus Two Education",http://edusanjal.com/college/arjun-higher-secondary-school-myagdi,Public,,,,,
Sikha Higher Secondary School,HSEB,985602575,,,"Sikha ,         ",Myagdi,Dhawalagiri,"Sikha , Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/sikha-higher-secondary-school,Public,,,,,
Nava Jagrit Higher Secondary School,HSEB,,,,"Tilahar,         ",Parbat,Dhawalagiri,"Tilahar, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/nava-jagrit-higher-secondary-school,Public,,,,,
Mount Everest Awasiya Higher Secondary School,HSEB,,,,"Benibazar,         ",Myagdi,Dhawalagiri,"Benibazar, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/mount-everest-awasiya-higher-secondary-school,Public,,,,,
Bhanu Higher Secondary School Myagdi,HSEB,069-680279,,,"Ratnechour,         ",Myagdi,Dhawalagiri,"Ratnechour, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/bhanu-higher-secondary-school-myagdi,Public,,,,,
Janapriya Higher Secondary School Myagdi,HSEB,9851061016,,,"Darwang,         ",Myagdi,Dhawalagiri,"Darwang, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/janapriya-higher-secondary-school-myagdi,Public,,,,,
Galeswar Higher Secondary School,HSEB,"069-680302,680085",,,Tori Pani       ,Myagdi,Dhawalagiri,Tori Pani  Myagdi   Dhawalagiri,"Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/galeswar-higher-secondary-school,Public,,,,,
Gyan Prakash Higher Secondary School Myagdi,HSEB,9745039104,,,"Dana,         ",Myagdi,Dhawalagiri,"Dana, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/gyan-prakash-higher-secondary-school,Public,,,,,
Poulastya Higher Secondary School,HSEB,069-680031,,,"Pula, Magdi       ",Myagdi,Dhawalagiri,"Pula, Magdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Humanities",http://edusanjal.com/college/poulastya-higher-secondary-school,Public,,,,,
Beni Community Higher Secondary School,HSEB,069-520524,,,Magdi       ,Myagdi,Dhawalagiri,Magdi  Myagdi   Dhawalagiri,Ten Plus Two Management,http://edusanjal.com/college/beni-community-higher-secondary-school,Public,,,,,
Hem Higher Secondary School,HSEB,9746701143,,,"Siwang Takam,         ",Myagdi,Dhawalagiri,"Siwang Takam, Myagdi  Myagdi   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/hem-higher-secondary-school,Public,,,,,
Himalaya Higher Secondary School Parbat,HSEB,,,,"Khurkot,         ",Parbat,Dhawalagiri,"Khurkot, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/himalaya-higher-secondary-school-parbat,Public,,,,,
Shiwalaya Higher Secondary School Parbat,HSEB,67-420147,,,"Shiwalaya,         ",Parbat,Dhawalagiri,"Shiwalaya, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Humanities",http://edusanjal.com/college/shiwalaya-higher-secondary-school-parbat,Public,,,,,
Gram Prakash Higher Secondary School,HSEB,,,,"Lekphat,         ",Parbat,Dhawalagiri,"Lekphat, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/gram-prakash-higher-secondary-school,Public,,,,,
Wahaki Higher Secondary School,HSEB,29555,,,"Chilaune Kharka,         ",Parbat,Dhawalagiri,"Chilaune Kharka, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/wahaki-higher-secondary-school,Public,,,,,
Mahendra Jyoti Higher Secondary School Parbat,HSEB,20120,,,"Lunkhu Deurali,         ",Parbat,Dhawalagiri,"Lunkhu Deurali, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/mahendra-jyoti-higher-secondary-school-parbat,Public,,,,,
Purneshwar Higher Secondary School,HSEB,67-420311,,,"Pipaltari,         ",Parbat,Dhawalagiri,"Pipaltari, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/purneshwar-higher-secondary-school,Public,,,,,
Pashupati Higher Secondary School Parbat,HSEB,20282,,,"Ramjathanti,         ",Parbat,Dhawalagiri,"Ramjathanti, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/pashupati-higher-secondary-school-parbat,Public,,,,,
Pang Dhaireni Higher Secondary School,HSEB,68-520596,,,"Pang,         ",Parbat,Dhawalagiri,"Pang, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/pang-dhaireni-higher-secondary-school,Public,,,,,
Narayan Higher Secondary School Parbat,HSEB,420146,,,"Shivalaya, Kushma Bazar,         ",Parbat,Dhawalagiri,"Shivalaya, Kushma Bazar, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management,Ten Plus Two Science",http://edusanjal.com/college/narayan-higher-secondary-school-parbat,Public,,,,,
Tribhuwan Higher Secondary School Parbat,HSEB,,,,"Sanakar Pokhari,         ",Parbat,Dhawalagiri,"Sanakar Pokhari, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/tribhuwan-higher-secondary-school-parbat,Public,,,,,
Annapurna Higher Secondary School Parbat,HSEB,,,,"Karkineta,         ",Parbat,Dhawalagiri,"Karkineta, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/annapurna-higher-secondary-school-parbat,Public,,,,,
Shree Janata Higher Secondary School Parbat,HSEB,9756700177,,,"Devisthan-5, Phalewas,         ",Parbat,Dhawalagiri,"Devisthan-5, Phalewas, Parbat  Parbat   Dhawalagiri","Ten Plus Two Education,Ten Plus Two Management",http://edusanjal.com/college/shree-janata-higher-secondary-school-parbat,Public,,,,,
